"","score","text","polarity"
"913",0,"RT @OverseasFID: @Itssumitjain @TIME @AatishTaseer @INCIndia @RahulGandhi $350K It costs to buy the cover page. https://t.co/ImyRuwQZhb","neutral"
"914",0,"@CNNnews18 @INCIndia @AnchorAnandN Ruling twisting statements made by opposition to favour them.. Sam Pitroda Never… https://t.co/LmZ8Do7hzZ","neutral"
"915",0,"@mannu2403 @rose_k01 @INCIndia Only more efficiently! 😀😀","neutral"
"916",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"917",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"918",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"919",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Don't agree you're a N… https://t.co/HtfPCZTAtO","neutral"
"920",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"921",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Degraded? Proof?","neutral"
"922",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty neither citizen form the… https://t.co/qbjdg458M3","neutral"
"923",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty N m not talking law. W… https://t.co/CxbTmuJRmP","neutral"
"924",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"925",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Irrelevant what? lucknow… https://t.co/EcsS4KheA4","neutral"
"926",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"927",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"928",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"929",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Incomplete statement… https://t.co/CxVCfc0Ojd","neutral"
"930",-1,"@kunalkamra88 @narendramodi I feel ashamed to have an opposition like @INCIndia","negative"
"931",0,"@ripunbora @priyankagandhi @AICCMedia @MahilaCongress @sushmitadevmp @NrgbCongress @RahulGandhi @IYCAssam @IYC… https://t.co/ufcM3XuKpE","neutral"
"932",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"933",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"934",0,"@akashbanerjee @INCIndia @BJP4India Real problem is Fool Gandhi and his courtesies they should use proper words in… https://t.co/Bz4264VhJs","neutral"
"935",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"936",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Irrelevant .
Burden of proof is still on Atishi","neutral"
"937",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Irrelevant. 
Gambhir m… https://t.co/OiIHcRwJH3","neutral"
"938",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty no ur not tlaking law, b… https://t.co/P8zQ3CTjXe","neutral"
"939",0,"@ECISVEEP please see this video from Amethi https://t.co/4uurh8znCt   @RahulGandhi @ndtv @INCIndia @ndtv @aajtak… https://t.co/xENmOD738t","neutral"
"940",-1,"@ShashiTharoor @AatishTaseer @INCIndia @INCIndia is going to blame EVMs is not a surprise at all.","negative"
"941",0,"RT @baburajvarma: SC hasn't dismissed any litigation by Dr @Swamy39 nor it has dismissed or nullified the MHA notice to @RahulGandhi it  ju…","neutral"
"942",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty N thanks to @BJP4India… https://t.co/2cZWu3jEIu","neutral"
"943",0,"@INCIndia Arxehoxe #Modi could have tried it for Air India, then his gujju arxeHoxe humsafar..","neutral"
"944",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia Because people vote for BJP.....hehe 😂","neutral"
"945",-1,"RT @vanitajain21: @INCIndia LOL!
First get over the 2014 shock given to you by #ArnabGoswami!
You haven't been able to utter a single strai…","negative"
"946",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty ur stating facts yea rig… https://t.co/MKgOu1pw3S","neutral"
"947",0,"RT @baburajvarma: SC hasn't dismissed any litigation by Dr @Swamy39 nor it has dismissed or nullified the MHA notice to @RahulGandhi it  ju…","neutral"
"948",-1,"@bsesdelhi @ArvindKejriwal @INCIndia @BJP4India @PMOIndia @narendramodi Arvind ji why are killing us..jab aap se na… https://t.co/XDAIzqoB7V","negative"
"949",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Protect yourself from… https://t.co/eeH5SLsMmv","neutral"
"950",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"951",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Lion? I am just talkin… https://t.co/I7vOdVey6p","neutral"
"952",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty protect myself from what… https://t.co/vuBkzQSqlA","positive"
"953",0,"@Sanju_Verma_ @RahulGandhi @INCIndia @narendramodi @Actor_Siddharth Sir, acting in politics is bad. Please educate yourself","neutral"
"954",0,"RT @indicvedic: @BDUTT @INCIndia In return the Hindu community targeted Muslims, riots ensued. State under CM @narendramodi did everything…","neutral"
"955",0,"RT @indicvedic: @BDUTT @INCIndia @narendramodi @madhukishwar it must be asked of madamji @BDUTT how can you compare oranges and apples? Do…","neutral"
"956",0,"RT @indicvedic: @BDUTT @INCIndia @narendramodi @madhukishwar fact remains, state govt of Gujrat did not target any particular group, unlike…","neutral"
"957",-1,"RT @indicvedic: @BDUTT Wow, 1984, where state--a govt, targeted a group of people--Sikhs--killing them, raping them, looting them. Now, loo…","negative"
"958",0,"@ShashiTharoor @AatishTaseer @INCIndia Neither the date is mentioned nor the another artical just below written this","neutral"
"959",0,"RT @ab_raghav: @INCIndia Y screening. Y not debate face to face with Modi?","neutral"
"960",0,"RT @Erarshad9481: @INCIndia @RahulGandhi @htTweets Next PM RG","neutral"
"961",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"962",-1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty man u really got upset w… https://t.co/bzy82FB2so","negative"
"963",-1,"@CNNnews18 @sampitroda @INCIndia @Zakka_Jacob How does it sink mr zakka?","negative"
"964",-1,"RT @yusufpore: Today marks the 83rd death anniversary of Dr. Mukhtar Ahmad Ansari. AICC President and nationalist leader committed to the c…","negative"
"965",0,"@AkshayMarathe you are strong on the ground r u joking went begging to @INCIndia for milavat bandhan! You are losin… https://t.co/d77smdkPwm","neutral"
"966",0,"https://t.co/4uurh8znCt

@INCIndia  @ndtv @RahulGandhi @abpnewstv  @News24  please see what's happening in Amethi","neutral"
"967",0,"@INCIndia @RahulGandhi @htTweets Modiji is not obsessed with your family. He is showing real face of your family.","neutral"
"968",0,"RT @ab_raghav: @INCIndia is anti Sikh &amp; anti Hindus. They hv no rspct for our sentiments. @TimesNow @republic @SharadTripathi_ @_YogendraYa…","neutral"
"969",1,"@ETNOWlive @INCIndia @BJP4India True... Well Said.. Ruling twisting statements made by opponents to favour them.. R… https://t.co/sii1fOi2t3","positive"
"970",-1,"@ANI @INCIndia need to buckle up
Atleast behave like an opposition","negative"
"971",0,"@ikrampatel @AadeshRawal @RahulGandhi @INCIndia @sampitroda It won't effect, everyone understands modi politics.
He… https://t.co/dFCAXFx3gO","neutral"
"972",-3,"RT @VRainaINC: @sampitroda is curse for @INCPunjab his sorry will not be accepted by public.He indeed defile Congress.He must sent back &amp; i…","negative"
"973",-1,"RT @asadowaisi: The ones who perpetrated this horror are an insult to humanity, even monsters would be embarrassed in their company

Our si…","negative"
"974",0,"@VakilBharati @VictoryForNamo @SarojShrnM @hindustanse @iPuneetSharma @narendramodi @AmitShah @amitmalviya… https://t.co/8BHp4ylvf1","neutral"
"975",0,"J&amp;K Governor backs PM Modi, says Rajiv Gandhi responsible for Bofors
#jkgovernor #satyapalmalik #rajivgandhi… https://t.co/W5gF2u8zXQ","neutral"
"976",-1,"RT @royally_fiery: Imagine the ""secularism"" of @RahulGandhi 's @INCIndia that 3 thousand Sikhs being brutally killed, not even sparing male…","negative"
"977",0,"RT @TonySahajlain: No mainstream media will show this ""Aazadi"" slogans shouted by the Muslims! #MustWatch
#ModiHiAayega
@RahulGandhi
@naren…","neutral"
"978",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"979",1,"Finally @INCIndia got in trap of @BJP4India which can be avoided. Everything is fair n love n politics. https://t.co/41eDs73ssj","positive"
"980",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"981",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"982",0,"RT @DrGPradhan: 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in…","neutral"
"983",0,"@YRDeshmukh Sorry to say this media person @_sabanaqvi seems to be be @INCIndia party spokesperson. She tried to me… https://t.co/M74ZOwWCDh","neutral"
"984",-1,"@calamur @seemagoswami @RahulGandhi Idiotic number one @RahulGandhi joker of a different kind @INCIndia scamsters ,… https://t.co/MpNgsbEpWs","negative"
"985",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"986",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"987",1,"@ShashiTharoor @AatishTaseer @INCIndia Ok if trusted vthen what about this..https://t.co/0bVnjNzBPX","positive"
"988",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"989",-1,"@paranjoygt looks like you are a @INCIndia chamcha! @narendramodi has several times condemned attacks on minorities… https://t.co/EnGzm7qehz","negative"
"990",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Just do what yo can do… https://t.co/oqmNAEod6X","neutral"
"991",-1,"And  @INCIndia is ashamed to sing national anthem under even Indian flag https://t.co/EJgHvWaIZC","negative"
"992",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"993",0,"@ShashiTharoor @AatishTaseer @INCIndia We don't believe an author whose father is Pakistani politician... 🙏","neutral"
"994",0,"@KohimaVittal @CNNnews18 @Zakka_Jacob @BJP4India @INCIndia Plz stop justifying in any way. You cannot. Nothing can warrant that genocide.","neutral"
"995",1,"Has she gone mad, which party is ready to send Vaiko to RS, as on date @arivalayam has 97 MLAs with @INCIndia and i… https://t.co/VkbftmHwex","positive"
"996",0,"@INCIndia @RahulGandhi @htTweets Next PM RG","neutral"
"997",0,"@SainiPolitics @narendramodi Of course- surgical strikes by @INCIndia @RahulGandhi @sampitroda @priyankagandhi","neutral"
"998",0,"@INCIndia ALL THE BEST !! pradip.roy23@rediffmail.com.","neutral"
"999",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1000",0,"@rose_k01 @Tejasvi_Surya @prakashraaj And while the anchor @ndtv objects when he talks PGV : It was fake. My seriou… https://t.co/CWCB7okK6X","neutral"
"1001",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Hahaha!! Small town ,r… https://t.co/JSn1UY2DWp","neutral"
"1002",-1,"@prakashraaj
Is a like blind person touching elephant trunk and assuming it's elephant 
Wake up and also condemn wh… https://t.co/HB2D2b8QDA","negative"
"1003",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1004",0,"@INCIndia 1) Attempting EVM hacking. 2) Starting the HORSE TRADING. They will be desperate for 106 complementary NOs. BLOCK THAT POSSIBILITY","neutral"
"1005",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1006",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1007",1,"@ShashiTharoor @Comrade_ind @AatishTaseer @INCIndia It's a brilliant analysis of how Modi placed elites and minorit… https://t.co/C60F90EcAK","positive"
"1008",1,"RT @capt_amarinder: Stupendous turnout in DCW Patiala in favour of my wife &amp; @INCIndia candidate @preneet_kaur. Grateful to all Patialvis f…","positive"
"1009",-1,"shame on #Timesmagazine. Why You u choose a pakistani to comment or to write anything about India's prime minister… https://t.co/vG1a7idIat","negative"
"1010",2,"RT @capt_amarinder: Thank you, Patiala! Your support to @preneet_kaur and me means everything to us. The message is pretty loud and clear f…","positive"
"1011",0,"@vikascongress @pawanjhawat @kaur0211 @RahulGandhi @NayakRagini @INCIndia Real Chowkidar who has brought so many co… https://t.co/EFhuJrhziE","neutral"
"1012",0,"RT @ARanganathan72: 186. @INCIndia initially CENSORED, REFUSED to broadcast on national television the late Shashi Kapoor's iconic and land…","neutral"
"1013",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1014",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1015",0,"RT @RT_MediaAdvPbCM: .@capt_amarinder finds @sampitroda remarks on 1984 riots shocking. Says if Pitroda really said that ‘if riots happened…","neutral"
"1016",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1017",0,"@ViveksheelC @Prof_Hariom @INCIndia @RahulGandhi You still put ji after their names?","neutral"
"1018",-1,"RT @VMuppi: and sir @RahulGandhi ji this aunty @NMenonRao , who is a @INCIndia sympathizer is also crying:
https://t.co/JASKwJFiqf

poor th…","negative"
"1019",0,"RT @VMuppi: Now shri @RahulGandhi ji,  your statement below 
https://t.co/brGMI1OR3d

would not be necessary. Why did you outsource the app…","neutral"
"1020",0,"RT @GDGURJAR3: @BabuLal35042009 @SachinPilot @ashokga @avinashpandeinc @INCIndia @himmatsinghgur1 Congress party b GURJAR samaj ke sath esa…","neutral"
"1021",0,"@devadabel @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Pitroda is an a**hole","neutral"
"1022",-1,"@sampitroda Why thi drama man still in party.. learn to take hard stand.. these old horse n old strategies will not… https://t.co/dh17lUUY1W","negative"
"1023",0,"India will change the day the politicians believe they are “governing the country” and not “ruling the country”. We… https://t.co/iLFqqt9Qx5","neutral"
"1024",0,"@ShashiTharoor @AatishTaseer @INCIndia Let's see to Then","neutral"
"1025",0,"@ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty Does @PawarSpeaks has immediately informed the polling officer r… https://t.co/OKYsHePJd0","neutral"
"1026",0,"Why is @tejaswisurya of #BJP is called on sush respected floor . Either he is babe or BAKWAAS !He sud know the mean… https://t.co/gRy9OgMu4h","neutral"
"1027",1,"RT @UrviMD: @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Is @sampitroda like Shakuni who was hellbent on destroying Kauravas for…","positive"
"1028",-2,"RT @VMuppi: here come the full blow of sabotage to @INCIndia by @sampitroda 

Look sir @RahulGandhi I am not a celebrity. Many hi-fi folks…","negative"
"1029",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1030",-2,"RT @freentglty: Dear @INCIndia when we asked if your shahzada and his team could sink any lower , we were asking it as a rhetoric and not a…","negative"
"1031",0,"@INCIndia Dear Comred, in my perception bjp will get 167 seats even they can guess that. So since 19 th may they will start two things..cont","neutral"
"1032",0,"RT @HussainiJaweria: @DickDarryl @INCTharoorian @Balindersingh3 @TimesNow @iSamiakapoor @RahulGandhi @manm0hansingh @AnthonySald @rajarajee…","neutral"
"1033",2,"@AkshayMarathe looks like he is currying favour with @INCIndia hoping still they can go to bed with them after they were humiliated!","positive"
"1034",0,"@PMOIndia @bsesdelhi @narendramodi @INCIndia @ArvindKejriwal Arvind ji are u sleeping but we not reason you have po… https://t.co/QXSR1b9siI","neutral"
"1035",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1036",0,"@BDUTT @INCIndia @narendramodi @madhukishwar it must be asked of madamji @BDUTT how can you compare oranges and app… https://t.co/cmlgf23Tzq","neutral"
"1037",1,"RT @brijdutt: Welcome @INCIndia President my beloved leader Respected @RahulGandhi ji to #HimachalPradesh @INCHimachal @INCMaharashtra @IYC…","positive"
"1038",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1039",1,"@INCIndia @RahulGandhi Very nice","positive"
"1040",-1,"@ShashiTharoor @AatishTaseer @INCIndia Superly written by break Indian Congres's best loud speakers","negative"
"1041",1,"RT @SanjaySDutt: Alongwith @IYC I/C @Allavaru addressed a massive Yuva Sammelan organised by @IYCHimachal in Kullu to rally support for @IN…","positive"
"1042",0,"@BarunBose11 @news24tvchannel @capt_amarinder @BJP4India @PMOIndia @narendramodi @RahulGandhi @INCIndia In above on… https://t.co/70niaU5MrC","neutral"
"1043",1,"RT @SomenMitraINC: Congress believes in Inclusive growth.
Congress govt fulfilled its promise of waiving farmer loans within 2days of formi…","positive"
"1044",-1,"RT @Diwakar22242464: @ANI This is what @INCIndia is. They still believe that the Indian Public are fool and they can ride over them as and…","negative"
"1045",0,"@INCIndia Step aside congress https://t.co/XmEv81UZLl","neutral"
"1046",0,"@ahmedpatel @narendramodi @BJP4India @INCIndia @RahulGandhi 
My Interview on @4tvhyd
Reg MyBook ""Scared To Answer M… https://t.co/Z7YnUDVNEI","neutral"
"1047",1,"@ShashiTharoor @AatishTaseer @INCIndia Tara time ayaga... Wait Kar.. We ll superbly write on tweeter about your wif… https://t.co/0ypHjRXng3","positive"
"1048",0,"@DickDarryl @INCTharoorian @Balindersingh3 @TimesNow @iSamiakapoor @RahulGandhi @manm0hansingh @AnthonySald… https://t.co/HBQl3Xf7BM","neutral"
"1049",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty 🤣 thats some small town… https://t.co/TmiENu38Cc","neutral"
"1050",-2,"How's is this even a come back. @INCIndia @divyaspandana are total losers who keep uttering crap yet thier stupidit… https://t.co/1mguucaJJH","negative"
"1051",0,"@BDUTT @INCIndia @narendramodi @madhukishwar fact remains, state govt of Gujrat did not target any particular group… https://t.co/xcTxVk6h87","neutral"
"1052",0,"@farrookh @DesiStupides @HaftaWasooli @paree7861 @AacharyaSahiiL @parvezpathon1 @iOnlyAJ @harris96697329… https://t.co/W0xO8oCZrj","neutral"
"1053",0,"@BJP4India @INCIndia both of you should learn the politics first from your guru @AamAadmiParty @ArvindKejriwal the… https://t.co/dpQvp8O3zV","neutral"
"1054",1,"@YRDeshmukh @smitaprakash It's not true as @_sabanaqvi is not a journalist ...she does lobbying for @INCIndia like Ravish Kumar.","positive"
"1055",0,"@BDUTT As expected
I was just wondering why hadn't you came up with your 2002 dairy yet....
. 
The real soldiers of @INCIndia","neutral"
"1056",0,"RT @CAVikramBiyani: @ShashiTharoor @AatishTaseer @INCIndia Yes .. written by a Pakistani .. you can’t expect much from these article .After…","neutral"
"1057",0,"RT @INCIndia: GS Smt. @priyankagandhi gave Modi the ultimate challenge. 

""Fight the last two phases of Lok Sabha elections on demonetisati…","neutral"
"1058",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1059",1,"RT @SHKalawat: Modi stocks are in free fall.
No one is interested in it.
Company may file for bankruptcy on 23 May

@bainjal @geetv79 @JhaS…","positive"
"1060",0,"RT @vikaskajumla: #SamPitroda
MODIJi...
How many 
""SIKHS"" got  Minister Post in your Cabinet?
.
.
.
Nation Knows about your 
FAKE CONCERN F…","neutral"
"1061",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1062",-2,"@BDUTT poor try to compare both riots. One where Gujarat CM was tried to connect through propaganda by @INCIndia ba… https://t.co/o7W4c7nBsu","negative"
"1063",-1,"@kanimozhi @INCIndia Also don't forget 1966 massacre  of 5000 plus Hindu Saints by IG","negative"
"1064",0,"@BDUTT @INCIndia In return the Hindu community targeted Muslims, riots ensued. State under CM @narendramodi did eve… https://t.co/xl1XDbkzfx","neutral"
"1065",0,"@harisbhadra @ArunbajpaiRajan @vkjaitly @BJP4India @narendramodi @ShatruganSinha @INCIndia @sampitroda @RahulGandhi… https://t.co/68OG3ZiO5X","neutral"
"1066",-1,"RT @divyaspandana: It’s a tough one. So many favourites. I think the worst lie by @narendramodi would be Demonetisation. Which one do you t…","negative"
"1067",0,"@INCIndia @RahulGandhi Bullshit","neutral"
"1068",-2,"@BJP4India @INCIndia @RahulGandhi 
After watching modijis interview, rahulji would be shit scared with the quality… https://t.co/aqxNHzoEf8","negative"
"1069",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1070",0,"@ShashiTharoor @AatishTaseer @INCIndia Pappu ji barme jo likha hai... Uske uper app ka view wohi hai jo Modi ji upe… https://t.co/qfhGVTwndo","neutral"
"1071",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"1072",0,"What @sampitroda has said is absolutely &amp; completely out of line &amp; is not appreciated. He must apologise:… https://t.co/0XEtpvyD88","neutral"
"1073",0,"RT @narulaAlka: You want @INCIndia to rake up 2002 riots, don’t you ? Not happening!!! https://t.co/9mzPyMIHiq","neutral"
"1074",-1,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Making accusations aga… https://t.co/TO6gpjJRd3","negative"
"1075",0,"@AnjumINC @BhavikaKapoor5 @khushsundar @ReallySwara @sardesairajdeep @narendramodi @RahulGandhi @iamsunnydeol… https://t.co/TbMDRleaUe","neutral"
"1076",-2,"@AadeshRawal @RahulGandhi Modi's comments on Rajiv Gandhi was a trap and @INCIndia has fallen for it once again, no… https://t.co/h19ykkN5tf","negative"
"1077",-1,"@BDUTT Wow, 1984, where state--a govt, targeted a group of people--Sikhs--killing them, raping them, looting them.… https://t.co/0Ab629vhho","negative"
"1078",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1079",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1080",-1,"RT @Payal_Rohatgi: #HistoryAlwaysRepeats. Know your history &amp; dont live in false world  believing @INCIndia. Remember what Nehru, Indira, R…","negative"
"1081",0,"RT @JerryByomkesh: Just imagine if ""#HuaToHua"" comes from @BJP4India post 2002 riots,
Wouldn't  @INCIndia &amp; entire ecosystem turn earth ups…","neutral"
"1082",0,"@Prof_Hariom @ArunrBits @RahulGandhi @INCIndia Very true","neutral"
"1083",0,"@65thakursahab @MrsNair_1112 @RahulGandhi @INCIndia Exactly. Don't care about Rajiv Gandhi, 1984,1989. Focus only on 2014 - 2019.","neutral"
"1084",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty so standing up for the m… https://t.co/fs0nXsrmrs","neutral"
"1085",0,"@jitengajaria @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Try all their might and scr… https://t.co/pwMBciiChQ","neutral"
"1086",0,"RT @INCIndia: Gentle reminder to Modi, this is the 2019 election, not 1951, not 1966 &amp; not 1984. We dare you to fight on the real issues, d…","neutral"
"1087",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1088",1,"RT @INCIndia: Press Statement by Former Chief of Naval Staff, Admiral L Ramdas (retd), unequivocally stating that Modi's statements against…","positive"
"1089",0,"@DilMeHindustan @ashoswai @LallanPr @INCIndia https://t.co/c2HjfBmhQo it’s what I found. Please note that SC had al… https://t.co/vk6nGxi7NB","neutral"
"1090",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1091",-2,"RT @INCIndia: No matter where you go, no matter who you meet, your lies will always come back to haunt you. 
#SabseBadaJhootaModi https://t…","negative"
"1092",0,"@bsesdelhi @ArvindKejriwal @BJP4India @RahulGandhi @PMOIndia @INCIndia @narendramodi @ErSatyendraJain @ljalan… https://t.co/k3VlBQ2Yz1","neutral"
"1093",-1,"350 odd may have voted but most direct contest seats are pending 
Around 275-300 direct contests between @BJP4India… https://t.co/v1oKHHPOC6","negative"
"1094",2,"Why does it look like @BJP4India is the more politically astute party compared to the grand old @INCIndia 
75years… https://t.co/1VGV66dvFx","positive"
"1095",-1,"RT @INCIndia: It is nothing but Mr. Modi and BJP trying to hide their failures. It is an abject acceptance and surrender to defeat, knowing…","negative"
"1096",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1097",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Hahaha out of context.… https://t.co/6JyN5H6Gr0","neutral"
